OBJECTID,Label,pt_sequence,pt_type,pt_type_fr,source,source_fr,NAFO_SubArea,NAFO_Division,NAFO_SubDivision,NAFO_SubSubDivision,lat_dd,long_dd,lat_ddm,long_ddm,line_id
4299,3Ps,4.118,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.149851,-56.858132,45° 8.991' N,56° 51.488' W,3Ps
4300,3Ps,4.119,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.163831,-56.874104,45° 9.830' N,56° 52.446' W,3Ps
4301,3Ps,4.12,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.177811,-56.890081,45° 10.669' N,56° 53.405' W,3Ps
4302,3Ps,4.121,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.19179,-56.906062,45° 11.507' N,56° 54.364' W,3Ps
4303,3Ps,4.122,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.20577,-56.922046,45° 12.346' N,56° 55.323' W,3Ps
4304,3Ps,4.123,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.21975,-56.938034,45° 13.185' N,56° 56.282' W,3Ps
4305,3Ps,4.124,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.233729,-56.954027,45° 14.024' N,56° 57.242' W,3Ps
4306,3Ps,4.125,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.247709,-56.970023,45° 14.863' N,56° 58.201' W,3Ps
4307,3Ps,4.126,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.261688,-56.986023,45° 15.701' N,56° 59.161' W,3Ps
4308,3Ps,4.127,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.275668,-57.002027,45° 16.540' N,57° 0.122' W,3Ps
4309,3Ps,4.128,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.289647,-57.018035,45° 17.379' N,57° 1.082' W,3Ps
4310,3Ps,4.129,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.303627,-57.034047,45° 18.218' N,57° 2.043' W,3Ps
4311,3Ps,4.13,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.317606,-57.050063,45° 19.056' N,57° 3.004' W,3Ps
4312,3Ps,4.131,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.331585,-57.066083,45° 19.895' N,57° 3.965' W,3Ps
4313,3Ps,4.132,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.345565,-57.082106,45° 20.734' N,57° 4.926' W,3Ps
4314,3Ps,4.133,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.359544,-57.098134,45° 21.573' N,57° 5.888' W,3Ps
4315,3Ps,4.134,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.373523,-57.114166,45° 22.411' N,57° 6.850' W,3Ps
4316,3Ps,4.135,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.387502,-57.130201,45° 23.250' N,57° 7.812' W,3Ps
4317,3Ps,4.136,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.401481,-57.146241,45° 24.089' N,57° 8.774' W,3Ps
4318,3Ps,4.137,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.415461,-57.162284,45° 24.928' N,57° 9.737' W,3Ps
4319,3Ps,4.138,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.42944,-57.178332,45° 25.766' N,57° 10.700' W,3Ps
4320,3Ps,4.139,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.443419,-57.194383,45° 26.605' N,57° 11.663' W,3Ps
4321,3Ps,4.14,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.457398,-57.210438,45° 27.444' N,57° 12.626' W,3Ps
4322,3Ps,4.141,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.471377,-57.226498,45° 28.283' N,57° 13.590' W,3Ps
4323,3Ps,4.142,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.485356,-57.242561,45° 29.121' N,57° 14.554' W,3Ps
4324,3Ps,4.143,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.499335,-57.258628,45° 29.960' N,57° 15.518' W,3Ps
4325,3Ps,4.144,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.513313,-57.2747,45° 30.799' N,57° 16.482' W,3Ps
4326,3Ps,4.145,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.527292,-57.290775,45° 31.638' N,57° 17.446' W,3Ps
4327,3Ps,4.146,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.541271,-57.306854,45° 32.476' N,57° 18.411' W,3Ps
4328,3Ps,4.147,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.55525,-57.322937,45° 33.315' N,57° 19.376' W,3Ps
4329,3Ps,4.148,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.569229,-57.339024,45° 34.154' N,57° 20.341' W,3Ps
4330,3Ps,4.149,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.583207,-57.355116,45° 34.992' N,57° 21.307' W,3Ps
4331,3Ps,4.15,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.597186,-57.371211,45° 35.831' N,57° 22.273' W,3Ps
4332,3Ps,4.151,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.611165,-57.38731,45° 36.670' N,57° 23.239' W,3Ps
4333,3Ps,4.152,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.625143,-57.403413,45° 37.509' N,57° 24.205' W,3Ps
4334,3Ps,4.153,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.639122,-57.41952,45° 38.347' N,57° 25.171' W,3Ps
4335,3Ps,4.154,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.6531,-57.435631,45° 39.186' N,57° 26.138' W,3Ps
4336,3Ps,5,Topology,Topologie,Intersection with rhumb line,Intersection avec une loxodromie,3,3P,3Ps,,45.666667,-57.451271,45° 40.000' N,57° 27.076' W,3Ps
4337,3Ps,5.001,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.667079,-57.451747,45° 40.025' N,57° 27.105' W,3Ps
4338,3Ps,5.002,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.681057,-57.467866,45° 40.863' N,57° 28.072' W,3Ps
4339,3Ps,5.003,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.695036,-57.483989,45° 41.702' N,57° 29.039' W,3Ps
4340,3Ps,5.004,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.709014,-57.500116,45° 42.541' N,57° 30.007' W,3Ps
4341,3Ps,5.005,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.722993,-57.516247,45° 43.380' N,57° 30.975' W,3Ps
4342,3Ps,5.006,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.736971,-57.532383,45° 44.218' N,57° 31.943' W,3Ps
4343,3Ps,5.007,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.750949,-57.548522,45° 45.057' N,57° 32.911' W,3Ps
4344,3Ps,5.008,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.764928,-57.564665,45° 45.896' N,57° 33.880' W,3Ps
4345,3Ps,5.009,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.778906,-57.580813,45° 46.734' N,57° 34.849' W,3Ps
4346,3Ps,5.01,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.792884,-57.596964,45° 47.573' N,57° 35.818' W,3Ps
4347,3Ps,5.011,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.806862,-57.61312,45° 48.412' N,57° 36.787' W,3Ps
4348,3Ps,5.012,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.82084,-57.629279,45° 49.250' N,57° 37.757' W,3Ps
4349,3Ps,5.013,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.834818,-57.645443,45° 50.089' N,57° 38.727' W,3Ps
4350,3Ps,5.014,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.848796,-57.66161,45° 50.928' N,57° 39.697' W,3Ps
4351,3Ps,5.015,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.862774,-57.677782,45° 51.766' N,57° 40.667' W,3Ps
4352,3Ps,5.016,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.876752,-57.693957,45° 52.605' N,57° 41.637' W,3Ps
4353,3Ps,5.017,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.89073,-57.710137,45° 53.444' N,57° 42.608' W,3Ps
4354,3Ps,5.018,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.904708,-57.726321,45° 54.282' N,57° 43.579' W,3Ps
4355,3Ps,5.019,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.918686,-57.742509,45° 55.121' N,57° 44.551' W,3Ps
4356,3Ps,5.02,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.932664,-57.758701,45° 55.960' N,57° 45.522' W,3Ps
4357,3Ps,5.021,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.946642,-57.774897,45° 56.799' N,57° 46.494' W,3Ps
4358,3Ps,5.022,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.96062,-57.791097,45° 57.637' N,57° 47.466' W,3Ps
4359,3Ps,5.023,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.974597,-57.807301,45° 58.476' N,57° 48.438' W,3Ps
4360,3Ps,5.024,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,45.988575,-57.823509,45° 59.315' N,57° 49.411' W,3Ps
4361,3Ps,5.025,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.002553,-57.839721,46° 0.153' N,57° 50.383' W,3Ps
4362,3Ps,5.026,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.016531,-57.855938,46° 0.992' N,57° 51.356' W,3Ps
4363,3Ps,5.027,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.030508,-57.872158,46° 1.830' N,57° 52.329' W,3Ps
4364,3Ps,5.028,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.044486,-57.888383,46° 2.669' N,57° 53.303' W,3Ps
4365,3Ps,5.029,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.058463,-57.904611,46° 3.508' N,57° 54.277' W,3Ps
4366,3Ps,5.03,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.072441,-57.920844,46° 4.346' N,57° 55.251' W,3Ps
4367,3Ps,5.031,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.086418,-57.937081,46° 5.185' N,57° 56.225' W,3Ps
4368,3Ps,5.032,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.100396,-57.953322,46° 6.024' N,57° 57.199' W,3Ps
4369,3Ps,5.033,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.114373,-57.969567,46° 6.862' N,57° 58.174' W,3Ps
4370,3Ps,5.034,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.12835,-57.985816,46° 7.701' N,57° 59.149' W,3Ps
4371,3Ps,5.035,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.142328,-58.002069,46° 8.540' N,58° 0.124' W,3Ps
4372,3Ps,5.036,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.156305,-58.018327,46° 9.378' N,58° 1.100' W,3Ps
4373,3Ps,5.037,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.170282,-58.034588,46° 10.217' N,58° 2.075' W,3Ps
4374,3Ps,5.038,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.18426,-58.050854,46° 11.056' N,58° 3.051' W,3Ps
4375,3Ps,5.039,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.198237,-58.067123,46° 11.894' N,58° 4.027' W,3Ps
4376,3Ps,5.04,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.212214,-58.083397,46° 12.733' N,58° 5.004' W,3Ps
4377,3Ps,5.041,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.226191,-58.099675,46° 13.571' N,58° 5.980' W,3Ps
4378,3Ps,5.042,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.240168,-58.115957,46° 14.410' N,58° 6.957' W,3Ps
4379,3Ps,5.043,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.254145,-58.132244,46° 15.249' N,58° 7.935' W,3Ps
4380,3Ps,5.044,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.268122,-58.148534,46° 16.087' N,58° 8.912' W,3Ps
4381,3Ps,5.045,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.282099,-58.164829,46° 16.926' N,58° 9.890' W,3Ps
4382,3Ps,5.046,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.296076,-58.181127,46° 17.765' N,58° 10.868' W,3Ps
4383,3Ps,5.047,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.310053,-58.19743,46° 18.603' N,58° 11.846' W,3Ps
4384,3Ps,5.048,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.32403,-58.213737,46° 19.442' N,58° 12.824' W,3Ps
4385,3Ps,5.049,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.338007,-58.230048,46° 20.280' N,58° 13.803' W,3Ps
4386,3Ps,5.05,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.351984,-58.246363,46° 21.119' N,58° 14.782' W,3Ps
4387,3Ps,5.051,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.365961,-58.262683,46° 21.958' N,58° 15.761' W,3Ps
4388,3Ps,5.052,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.379937,-58.279006,46° 22.796' N,58° 16.740' W,3Ps
4389,3Ps,5.053,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.393914,-58.295334,46° 23.635' N,58° 17.720' W,3Ps
4390,3Ps,5.054,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.407891,-58.311666,46° 24.473' N,58° 18.700' W,3Ps
4391,3Ps,5.055,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.421867,-58.328002,46° 25.312' N,58° 19.680' W,3Ps
4392,3Ps,5.056,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.435844,-58.344343,46° 26.151' N,58° 20.661' W,3Ps
4393,3Ps,5.057,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.449821,-58.360687,46° 26.989' N,58° 21.641' W,3Ps
4394,3Ps,5.058,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.463797,-58.377036,46° 27.828' N,58° 22.622' W,3Ps
4395,3Ps,5.059,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.477774,-58.393388,46° 28.666' N,58° 23.603' W,3Ps
4396,3Ps,5.06,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.49175,-58.409745,46° 29.505' N,58° 24.585' W,3Ps
4397,3Ps,5.061,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.505727,-58.426107,46° 30.344' N,58° 25.566' W,3Ps
4398,3Ps,5.062,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.519703,-58.442472,46° 31.182' N,58° 26.548' W,3Ps
4399,3Ps,5.063,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.533679,-58.458842,46° 32.021' N,58° 27.531' W,3Ps
4400,3Ps,5.064,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.547656,-58.475215,46° 32.859' N,58° 28.513' W,3Ps
4401,3Ps,5.065,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.561632,-58.491593,46° 33.698' N,58° 29.496' W,3Ps
4402,3Ps,5.066,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.575608,-58.507976,46° 34.536' N,58° 30.479' W,3Ps
4403,3Ps,5.067,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.589585,-58.524362,46° 35.375' N,58° 31.462' W,3Ps
4404,3Ps,5.068,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.603561,-58.540753,46° 36.214' N,58° 32.445' W,3Ps
4405,3Ps,5.069,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.617537,-58.557147,46° 37.052' N,58° 33.429' W,3Ps
4406,3Ps,5.07,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.631513,-58.573547,46° 37.891' N,58° 34.413' W,3Ps
4407,3Ps,5.071,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.645489,-58.58995,46° 38.729' N,58° 35.397' W,3Ps
4408,3Ps,5.072,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.659465,-58.606357,46° 39.568' N,58° 36.381' W,3Ps
4409,3Ps,5.073,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.673441,-58.622769,46° 40.406' N,58° 37.366' W,3Ps
4410,3Ps,5.074,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.687417,-58.639185,46° 41.245' N,58° 38.351' W,3Ps
4411,3Ps,5.075,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.701393,-58.655605,46° 42.084' N,58° 39.336' W,3Ps
4412,3Ps,5.076,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.715369,-58.67203,46° 42.922' N,58° 40.322' W,3Ps
4413,3Ps,5.077,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.729345,-58.688458,46° 43.761' N,58° 41.307' W,3Ps
4414,3Ps,5.078,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.743321,-58.704891,46° 44.599' N,58° 42.293' W,3Ps
4415,3Ps,5.079,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.757297,-58.721328,46° 45.438' N,58° 43.280' W,3Ps
4416,3Ps,5.08,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.771273,-58.73777,46° 46.276' N,58° 44.266' W,3Ps
4417,3Ps,5.081,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.785248,-58.754216,46° 47.115' N,58° 45.253' W,3Ps
4418,3Ps,5.082,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.799224,-58.770665,46° 47.953' N,58° 46.240' W,3Ps
4419,3Ps,5.083,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.8132,-58.78712,46° 48.792' N,58° 47.227' W,3Ps
4420,3Ps,5.084,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.827176,-58.803578,46° 49.631' N,58° 48.215' W,3Ps
4421,3Ps,5.085,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.841151,-58.820041,46° 50.469' N,58° 49.202' W,3Ps
4422,3Ps,6,Corner,Coin,Intersection with rhumb line,Intersection avec une loxodromie,3,3P,3Ps,,46.842188,-58.821263,46° 50.531' N,58° 49.276' W,3Ps
4423,3Ps,7,Corner,Coin,NAFO Convention (2020),Convention de l’OPANO (2020),3,3P,3Ps,,46.845,-58.816667,46° 50.700' N,58° 49.000' W,3Ps
4424,3Ps,7.01,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.856905,-58.797203,46° 51.414' N,58° 47.832' W,3Ps
4425,3Ps,7.02,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.868811,-58.777735,46° 52.129' N,58° 46.664' W,3Ps
4426,3Ps,7.03,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.880716,-58.758263,46° 52.843' N,58° 45.496' W,3Ps
4427,3Ps,7.04,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.892622,-58.738787,46° 53.557' N,58° 44.327' W,3Ps
4428,3Ps,7.05,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.904527,-58.719306,46° 54.272' N,58° 43.158' W,3Ps
4429,3Ps,7.06,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.916432,-58.69982,46° 54.986' N,58° 41.989' W,3Ps
4430,3Ps,7.07,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.928338,-58.680331,46° 55.700' N,58° 40.820' W,3Ps
4431,3Ps,7.08,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.940243,-58.660837,46° 56.415' N,58° 39.650' W,3Ps
4432,3Ps,7.09,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.952148,-58.641339,46° 57.129' N,58° 38.480' W,3Ps
4433,3Ps,7.1,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.964053,-58.621837,46° 57.843' N,58° 37.310' W,3Ps
4434,3Ps,7.11,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.975959,-58.60233,46° 58.558' N,58° 36.140' W,3Ps
4435,3Ps,7.12,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.987864,-58.582819,46° 59.272' N,58° 34.969' W,3Ps
4436,3Ps,7.13,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,46.999769,-58.563303,46° 59.986' N,58° 33.798' W,3Ps
4437,3Ps,7.14,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,47.011674,-58.543783,47° 0.700' N,58° 32.627' W,3Ps
4438,3Ps,7.15,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,47.023579,-58.524259,47° 1.415' N,58° 31.456' W,3Ps
4439,3Ps,7.16,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,47.035484,-58.504731,47° 2.129' N,58° 30.284' W,3Ps
4440,3Ps,7.17,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,47.047389,-58.485198,47° 2.843' N,58° 29.112' W,3Ps
4441,3Ps,7.18,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,47.059294,-58.465661,47° 3.558' N,58° 27.940' W,3Ps
4442,3Ps,7.19,Rhumb,Loxodromie,Vertex along rhumb line,Sommet le long d'une loxodromie,3,3P,3Ps,,47.071199,-58.446119,47° 4.272' N,58° 26.767' W,3Ps
